assignment_id,hris_worker_id,position_id,job_code,job_title,job_family,job_level,primary_assignment_flag,fte_fraction,standard_hours_per_week,effective_start_date,effective_end_date
ASN-004005-01,HRIS-WKR-004005,POS-TEC-L4-0199,JOB-TEC-L4-01,Technology L4 Role 01,TEC,L4,Y,1.0,39.0,2024-02-05,
ASN-004006-01,HRIS-WKR-004006,POS-FIN-L6-0108,JOB-FIN-L6-06,Finance L6 Role 06,FIN,L6,Y,1.0,39.0,2024-05-17,
ASN-004007-01,HRIS-WKR-004007,POS-FIN-L4-0091,JOB-FIN-L4-01,Finance L4 Role 01,FIN,L4,Y,1.0,39.0,2022-05-16,
ASN-004008-01,HRIS-WKR-004008,POS-TEC-L4-0201,JOB-TEC-L4-03,Technology L4 Role 03,TEC,L4,Y,0.8,31.2,2022-10-25,
ASN-004009-01,HRIS-WKR-004009,POS-SAL-L4-0167,JOB-SAL-L4-05,Sales L4 Role 05,SAL,L4,Y,1.0,39.0,2025-04-05,
ASN-004010-01,HRIS-WKR-004010,POS-TEC-L4-0203,JOB-TEC-L4-05,Technology L4 Role 05,TEC,L4,Y,1.0,39.0,2024-08-08,
ASN-004011-01,HRIS-WKR-004011,POS-HR-L2-0118,JOB-HR-L2-04,People L2 Role 04,HR,L2,Y,1.0,39.0,2022-07-16,
ASN-004012-01,HRIS-WKR-004012,POS-SAL-L6-0175,JOB-SAL-L6-01,Sales L6 Role 01,SAL,L6,Y,0.5,19.5,2022-01-30,
ASN-004013-01,HRIS-WKR-004013,POS-SAL-L3-0162,JOB-SAL-L3-06,Sales L3 Role 06,SAL,L3,Y,1.0,39.0,2021-10-20,
ASN-004014-01,HRIS-WKR-004014,POS-ENG-L3-0017,JOB-ENG-L3-05,Engineering L3 Role 05,ENG,L3,Y,1.0,39.0,2024-12-11,
ASN-004015-01,HRIS-WKR-004015,POS-ENG-L2-0007,JOB-ENG-L2-01,Engineering L2 Role 01,ENG,L2,Y,0.8,31.2,2021-07-25,
ASN-004016-01,HRIS-WKR-004016,POS-FIN-L4-0091,JOB-FIN-L4-01,Finance L4 Role 01,FIN,L4,Y,1.0,39.0,2024-04-20,
ASN-004017-01,HRIS-WKR-004017,POS-TEC-L5-0206,JOB-TEC-L5-02,Technology L5 Role 02,TEC,L5,Y,1.0,39.0,2021-07-01,
ASN-004018-01,HRIS-WKR-004018,POS-HR-L6-0141,JOB-HR-L6-03,People L6 Role 03,HR,L6,Y,0.6,23.4,2022-01-26,
ASN-004019-01,HRIS-WKR-004019,POS-ENG-L4-0022,JOB-ENG-L4-04,Engineering L4 Role 04,ENG,L4,Y,1.0,39.0,2020-04-19,
ASN-004020-01,HRIS-WKR-004020,POS-ENG-L4-0021,JOB-ENG-L4-03,Engineering L4 Role 03,ENG,L4,Y,1.0,39.0,2019-01-09,
ASN-004021-01,HRIS-WKR-004021,POS-HR-L2-0117,JOB-HR-L2-03,People L2 Role 03,HR,L2,Y,0.5,19.5,2024-08-09,
ASN-004022-01,HRIS-WKR-004022,POS-HR-L2-0116,JOB-HR-L2-02,People L2 Role 02,HR,L2,Y,0.5,19.5,2023-10-31,
ASN-004022-02,HRIS-WKR-004022,POS-FIN-L2-0080,JOB-FIN-L2-02,Finance L2 Role 02,FIN,L2,N,0.2,7.8,2018-05-11,
ASN-004023-01,HRIS-WKR-004023,POS-HR-L5-0138,JOB-HR-L5-06,People L5 Role 06,HR,L5,Y,0.8,31.2,2025-05-05,
ASN-004024-01,HRIS-WKR-004024,POS-TEC-L5-0208,JOB-TEC-L5-04,Technology L5 Role 04,TEC,L5,Y,1.0,39.0,2024-02-10,
ASN-004025-01,HRIS-WKR-004025,POS-TEC-L4-0202,JOB-TEC-L4-04,Technology L4 Role 04,TEC,L4,Y,0.8,31.2,2018-05-24,
ASN-004026-01,HRIS-WKR-004026,POS-OPS-L5-0063,JOB-OPS-L5-03,Operations L5 Role 03,OPS,L5,Y,1.0,39.0,2018-12-07,
ASN-004027-01,HRIS-WKR-004027,POS-FIN-L1-0074,JOB-FIN-L1-02,Finance L1 Role 02,FIN,L1,Y,1.0,39.0,2020-09-25,
ASN-004028-01,HRIS-WKR-004028,POS-OPS-L4-0057,JOB-OPS-L4-03,Operations L4 Role 03,OPS,L4,Y,1.0,39.0,2019-03-17,
ASN-004028-02,HRIS-WKR-004028,POS-HR-L5-0133,JOB-HR-L5-01,People L5 Role 01,HR,L5,N,0.2,7.8,2020-07-31,
ASN-004029-01,HRIS-WKR-004029,POS-HR-L6-0142,JOB-HR-L6-04,People L6 Role 04,HR,L6,Y,1.0,39.0,2023-06-26,
ASN-004030-01,HRIS-WKR-004030,POS-TEC-L6-0216,JOB-TEC-L6-06,Technology L6 Role 06,TEC,L6,Y,1.0,39.0,2021-04-20,
ASN-004031-01,HRIS-WKR-004031,POS-TEC-L5-0207,JOB-TEC-L5-03,Technology L5 Role 03,TEC,L5,Y,1.0,39.0,2019-04-15,
ASN-004032-01,HRIS-WKR-004032,POS-TEC-L5-0207,JOB-TEC-L5-03,Technology L5 Role 03,TEC,L5,Y,1.0,39.0,2020-03-30,
ASN-004033-01,HRIS-WKR-004033,POS-SAL-L5-0170,JOB-SAL-L5-02,Sales L5 Role 02,SAL,L5,Y,0.6,23.4,2018-05-04,
ASN-004034-01,HRIS-WKR-004034,POS-ENG-L4-0021,JOB-ENG-L4-03,Engineering L4 Role 03,ENG,L4,Y,1.0,39.0,2025-05-11,
ASN-004035-01,HRIS-WKR-004035,POS-HR-L4-0130,JOB-HR-L4-04,People L4 Role 04,HR,L4,Y,1.0,39.0,2018-03-22,
ASN-004036-01,HRIS-WKR-004036,POS-ENG-L4-0019,JOB-ENG-L4-01,Engineering L4 Role 01,ENG,L4,Y,1.0,39.0,2025-02-16,
ASN-004037-01,HRIS-WKR-004037,POS-OPS-L3-0050,JOB-OPS-L3-02,Operations L3 Role 02,OPS,L3,Y,1.0,39.0,2021-05-17,
ASN-004038-01,HRIS-WKR-004038,POS-FIN-L4-0096,JOB-FIN-L4-06,Finance L4 Role 06,FIN,L4,Y,0.6,23.4,2025-10-02,
ASN-004039-01,HRIS-WKR-004039,POS-TEC-L2-0190,JOB-TEC-L2-04,Technology L2 Role 04,TEC,L2,Y,1.0,39.0,2018-04-25,
ASN-004040-01,HRIS-WKR-004040,POS-FIN-L5-0101,JOB-FIN-L5-05,Finance L5 Role 05,FIN,L5,Y,1.0,39.0,2022-08-02,
ASN-004041-01,HRIS-WKR-004041,POS-FIN-L1-0077,JOB-FIN-L1-05,Finance L1 Role 05,FIN,L1,Y,1.0,39.0,2023-02-17,
ASN-004042-01,HRIS-WKR-004042,POS-HR-L2-0116,JOB-HR-L2-02,People L2 Role 02,HR,L2,Y,1.0,39.0,2023-05-07,
ASN-004043-01,HRIS-WKR-004043,POS-TEC-L6-0215,JOB-TEC-L6-05,Technology L6 Role 05,TEC,L6,Y,1.0,39.0,2025-08-06,
ASN-004044-01,HRIS-WKR-004044,POS-SAL-L5-0174,JOB-SAL-L5-06,Sales L5 Role 06,SAL,L5,Y,1.0,39.0,2024-11-19,
ASN-004045-01,HRIS-WKR-004045,POS-FIN-L5-0102,JOB-FIN-L5-06,Finance L5 Role 06,FIN,L5,Y,,,2023-12-04,
ASN-004046-01,HRIS-WKR-004046,POS-OPS-L1-0042,JOB-OPS-L1-06,Operations L1 Role 06,OPS,L1,Y,1.0,39.0,2021-12-22,
ASN-004047-01,HRIS-WKR-004047,POS-ENG-L3-0018,JOB-ENG-L3-06,Engineering L3 Role 06,ENG,L3,Y,1.0,39.0,2020-09-07,
ASN-004048-01,HRIS-WKR-004048,POS-HR-L3-0122,JOB-HR-L3-02,People L3 Role 02,HR,L3,Y,0.6,23.4,2023-03-24,
ASN-004049-01,HRIS-WKR-004049,POS-ENG-L2-0012,JOB-ENG-L2-06,Engineering L2 Role 06,ENG,L2,Y,0.6,23.4,2020-10-21,
ASN-004050-01,HRIS-WKR-004050,POS-TEC-L6-0213,JOB-TEC-L6-03,Technology L6 Role 03,TEC,L6,Y,1.0,39.0,2023-05-11,
ASN-004051-01,HRIS-WKR-004051,POS-ENG-L4-0019,JOB-ENG-L4-01,Engineering L4 Role 01,ENG,L4,Y,0.4,15.6,2024-05-27,
ASN-004052-01,HRIS-WKR-004052,POS-HR-L2-0119,JOB-HR-L2-05,People L2 Role 05,HR,L2,Y,1.0,39.0,2025-11-22,
ASN-004053-01,HRIS-WKR-004053,POS-TEC-L4-0201,JOB-TEC-L4-03,Technology L4 Role 03,TEC,L2,Y,1.0,39.0,2021-10-01,
ASN-004054-01,HRIS-WKR-004054,POS-HR-L4-0131,JOB-HR-L4-05,People L4 Role 05,HR,L4,Y,1.0,39.0,2024-09-19,
ASN-004055-01,HRIS-WKR-004055,POS-SAL-L5-0172,JOB-SAL-L5-04,Sales L5 Role 04,SAL,L5,Y,0.8,31.2,2020-03-13,
ASN-004056-01,HRIS-WKR-004056,POS-OPS-L2-0044,JOB-OPS-L2-02,Operations L2 Role 02,OPS,L2,Y,1.0,39.0,2018-10-07,
ASN-004057-01,HRIS-WKR-004057,POS-ENG-L2-0009,JOB-ENG-L2-03,Engineering L2 Role 03,ENG,L2,Y,1.0,39.0,2022-05-09,
ASN-004058-01,HRIS-WKR-004058,POS-FIN-L6-0106,JOB-FIN-L6-04,Finance L6 Role 04,FIN,L6,Y,,,2023-03-26,
ASN-004059-01,HRIS-WKR-004059,POS-OPS-L5-0062,JOB-OPS-L5-02,Operations L5 Role 02,OPS,L5,Y,1.0,39.0,2019-04-12,
ASN-004060-01,HRIS-WKR-004060,POS-FIN-L3-0088,JOB-FIN-L3-04,Finance L3 Role 04,FIN,L3,Y,1.0,39.0,2018-08-08,
ASN-004061-01,HRIS-WKR-004061,POS-SAL-L1-0146,JOB-SAL-L1-02,Sales L1 Role 02,SAL,L1,Y,1.0,39.0,2024-08-29,
ASN-004062-01,HRIS-WKR-004062,POS-OPS-L2-0047,JOB-OPS-L2-05,Operations L2 Role 05,OPS,L2,Y,1.0,39.0,2022-08-22,
ASN-004063-01,HRIS-WKR-004063,POS-HR-L2-0119,JOB-HR-L2-05,People L2 Role 05,HR,L2,Y,1.0,39.0,2023-08-02,
ASN-004064-01,HRIS-WKR-004064,POS-TEC-L6-0211,JOB-TEC-L6-01,Technology L6 Role 01,TEC,L6,Y,1.0,39.0,2021-04-30,
ASN-004065-01,HRIS-WKR-004065,POS-OPS-L5-0064,JOB-OPS-L5-04,Operations L5 Role 04,OPS,L5,Y,1.0,39.0,2021-07-06,
ASN-004066-01,HRIS-WKR-004066,POS-FIN-L5-0100,JOB-FIN-L5-04,Finance L5 Role 04,FIN,L5,Y,0.5,19.5,2018-11-14,
ASN-004067-01,HRIS-WKR-004067,POS-OPS-L6-0067,JOB-OPS-L6-01,Operations L6 Role 01,OPS,L6,Y,1.0,39.0,2021-06-09,
ASN-004068-01,HRIS-WKR-004068,POS-OPS-L2-0044,JOB-OPS-L2-02,Operations L2 Role 02,OPS,L2,Y,1.0,39.0,2021-02-24,
ASN-004069-01,HRIS-WKR-004069,POS-HR-L4-0132,JOB-HR-L4-06,People L4 Role 06,HR,L6,Y,1.0,39.0,2019-10-17,
ASN-004070-01,HRIS-WKR-004070,POS-TEC-L5-0205,JOB-TEC-L5-01,Technology L5 Role 01,TEC,L3,Y,1.0,39.0,2024-11-29,
ASN-004071-01,HRIS-WKR-004071,POS-HR-L6-0141,JOB-HR-L6-03,People L6 Role 03,HR,L6,Y,1.0,39.0,2019-07-11,
ASN-004072-01,HRIS-WKR-004072,POS-ENG-L3-0017,JOB-ENG-L3-05,Engineering L3 Role 05,ENG,L3,Y,0.8,31.2,2024-02-26,
ASN-004073-01,HRIS-WKR-004073,POS-SAL-L2-0152,JOB-SAL-L2-02,Sales L2 Role 02,SAL,L2,Y,0.5,19.5,2019-08-23,
ASN-004074-01,HRIS-WKR-004074,POS-HR-L1-0109,JOB-HR-L1-01,People L1 Role 01,HR,L1,Y,1.0,39.0,2019-06-11,
ASN-004075-01,HRIS-WKR-004075,POS-SAL-L5-0172,JOB-SAL-L5-04,Sales L5 Role 04,SAL,L5,Y,1.0,39.0,2020-03-24,
ASN-004076-01,HRIS-WKR-004076,POS-FIN-L3-0087,JOB-FIN-L3-03,Finance L3 Role 03,FIN,L3,Y,1.0,39.0,2025-09-18,
ASN-004077-01,HRIS-WKR-004077,POS-TEC-L3-0196,JOB-TEC-L3-04,Technology L3 Role 04,TEC,L3,Y,1.0,39.0,2019-02-24,
ASN-004078-01,HRIS-WKR-004078,POS-TEC-L3-0196,JOB-TEC-L3-04,Technology L3 Role 04,TEC,L3,Y,1.0,39.0,2020-07-08,
ASN-004079-01,HRIS-WKR-004079,POS-ENG-L4-0024,JOB-ENG-L4-06,Engineering L4 Role 06,ENG,L4,Y,1.0,39.0,2025-10-27,
ASN-004080-01,HRIS-WKR-004080,POS-OPS-L4-0060,JOB-OPS-L4-06,Operations L4 Role 06,OPS,L4,Y,1.0,39.0,2024-06-08,
ASN-004081-01,HRIS-WKR-004081,POS-FIN-L4-0096,JOB-FIN-L4-06,Finance L4 Role 06,FIN,L4,Y,1.0,39.0,2025-03-07,
ASN-004081-02,HRIS-WKR-004081,POS-FIN-L3-0086,JOB-FIN-L3-02,Finance L3 Role 02,FIN,L3,N,0.3,11.7,2023-01-15,
ASN-004082-01,HRIS-WKR-004082,POS-TEC-L5-0205,JOB-TEC-L5-01,Technology L5 Role 01,TEC,L5,Y,1.0,39.0,2025-08-16,
ASN-004083-01,HRIS-WKR-004083,POS-OPS-L2-0047,JOB-OPS-L2-05,Operations L2 Role 05,OPS,L1,Y,1.0,39.0,2018-11-08,
ASN-004083-02,HRIS-WKR-004083,POS-OPS-L1-0038,JOB-OPS-L1-02,Operations L1 Role 02,OPS,L1,N,0.3,11.7,2024-12-13,
ASN-004084-01,HRIS-WKR-004084,POS-OPS-L5-0065,JOB-OPS-L5-05,Operations L5 Role 05,OPS,L5,Y,1.0,39.0,2022-04-11,
ASN-004085-01,HRIS-WKR-004085,POS-OPS-L3-0050,JOB-OPS-L3-02,Operations L3 Role 02,OPS,L3,Y,0.8,31.2,2019-02-06,
ASN-004086-01,HRIS-WKR-004086,POS-ENG-L4-0022,JOB-ENG-L4-04,Engineering L4 Role 04,ENG,L4,Y,1.0,39.0,2022-08-07,
ASN-004086-02,HRIS-WKR-004086,POS-SAL-L3-0162,JOB-SAL-L3-06,Sales L3 Role 06,SAL,L3,N,0.2,7.8,2022-04-13,
ASN-004087-01,HRIS-WKR-004087,POS-HR-L6-0139,JOB-HR-L6-01,People L6 Role 01,HR,L6,Y,1.0,39.0,2018-04-17,
ASN-004088-01,HRIS-WKR-004088,POS-FIN-L1-0074,JOB-FIN-L1-02,Finance L1 Role 02,FIN,L1,Y,0.4,15.6,2024-07-03,
ASN-004089-01,HRIS-WKR-004089,POS-HR-L3-0124,JOB-HR-L3-04,People L3 Role 04,HR,L3,Y,1.0,39.0,2025-07-10,
ASN-004090-01,HRIS-WKR-004090,POS-FIN-L4-0095,JOB-FIN-L4-05,Finance L4 Role 05,FIN,L4,Y,1.0,39.0,2025-10-20,
ASN-004091-01,HRIS-WKR-004091,POS-TEC-L3-0193,JOB-TEC-L3-01,Technology L3 Role 01,TEC,L1,Y,1.0,39.0,2025-04-09,
ASN-004091-02,HRIS-WKR-004091,POS-OPS-L3-0053,JOB-OPS-L3-05,Operations L3 Role 05,OPS,L3,N,0.3,11.7,2018-05-22,
ASN-004092-01,HRIS-WKR-004092,POS-SAL-L6-0178,JOB-SAL-L6-04,Sales L6 Role 04,SAL,L6,Y,0.6,23.4,2021-01-17,
ASN-004093-01,HRIS-WKR-004093,POS-TEC-L4-0199,JOB-TEC-L4-01,Technology L4 Role 01,TEC,L4,Y,1.0,39.0,2025-07-21,
ASN-004094-01,HRIS-WKR-004094,POS-HR-L4-0131,JOB-HR-L4-05,People L4 Role 05,HR,L4,Y,1.0,39.0,2022-07-25,
ASN-004095-01,HRIS-WKR-004095,POS-SAL-L1-0145,JOB-SAL-L1-01,Sales L1 Role 01,SAL,L1,Y,1.0,39.0,2025-02-14,
ASN-004096-01,HRIS-WKR-004096,POS-TEC-L3-0196,JOB-TEC-L3-04,Technology L3 Role 04,TEC,L3,Y,1.0,39.0,2018-01-30,
ASN-004097-01,HRIS-WKR-004097,POS-FIN-L2-0079,JOB-FIN-L2-01,Finance L2 Role 01,FIN,L2,Y,1.0,39.0,2023-04-05,
ASN-004098-01,HRIS-WKR-004098,POS-ENG-L3-0016,JOB-ENG-L3-04,Engineering L3 Role 04,ENG,L3,Y,0.8,31.2,2019-12-26,
ASN-004099-01,HRIS-WKR-004099,POS-HR-L5-0138,JOB-HR-L5-06,People L5 Role 06,HR,L5,Y,,,2018-01-29,
ASN-004100-01,HRIS-WKR-004100,POS-TEC-L6-0214,JOB-TEC-L6-04,Technology L6 Role 04,TEC,L6,Y,1.0,39.0,2023-09-11,
ASN-004101-01,HRIS-WKR-004101,POS-ENG-L5-0025,JOB-ENG-L5-01,Engineering L5 Role 01,ENG,L5,Y,0.4,15.6,2025-05-20,
ASN-004102-01,HRIS-WKR-004102,POS-HR-L1-0114,JOB-HR-L1-06,People L1 Role 06,HR,L1,Y,1.0,39.0,2026-01-20,
ASN-004103-01,HRIS-WKR-004103,POS-TEC-L3-0194,JOB-TEC-L3-02,Technology L3 Role 02,TEC,L3,Y,1.0,39.0,2019-11-11,
ASN-004104-01,HRIS-WKR-004104,POS-TEC-L6-0216,JOB-TEC-L6-06,Technology L6 Role 06,TEC,L6,Y,1.0,39.0,2025-08-25,
ASN-004105-01,HRIS-WKR-004105,POS-SAL-L6-0176,JOB-SAL-L6-02,Sales L6 Role 02,SAL,L6,Y,1.0,39.0,2018-01-06,
ASN-004106-01,HRIS-WKR-004106,POS-TEC-L6-0212,JOB-TEC-L6-02,Technology L6 Role 02,TEC,L6,Y,1.0,39.0,2019-11-23,
ASN-004107-01,HRIS-WKR-004107,POS-FIN-L6-0105,JOB-FIN-L6-03,Finance L6 Role 03,FIN,L6,Y,1.0,39.0,2023-03-03,
ASN-004108-01,HRIS-WKR-004108,POS-OPS-L5-0065,JOB-OPS-L5-05,Operations L5 Role 05,OPS,L5,Y,1.0,39.0,2022-08-30,
ASN-004109-01,HRIS-WKR-004109,POS-OPS-L1-0037,JOB-OPS-L1-01,Operations L1 Role 01,OPS,L1,Y,1.0,39.0,2018-10-25,
ASN-004110-01,HRIS-WKR-004110,POS-FIN-L3-0090,JOB-FIN-L3-06,Finance L3 Role 06,FIN,L3,Y,0.8,31.2,2018-11-14,
ASN-004111-01,HRIS-WKR-004111,POS-HR-L1-0111,JOB-HR-L1-03,People L1 Role 03,HR,L1,Y,1.0,39.0,2022-01-06,
ASN-004112-01,HRIS-WKR-004112,POS-ENG-L2-0007,JOB-ENG-L2-01,Engineering L2 Role 01,ENG,L2,Y,0.8,31.2,2019-05-14,
ASN-004113-01,HRIS-WKR-004113,POS-TEC-L5-0209,JOB-TEC-L5-05,Technology L5 Role 05,TEC,L5,Y,1.0,39.0,2018-12-25,
ASN-004114-01,HRIS-WKR-004114,POS-HR-L4-0127,JOB-HR-L4-01,People L4 Role 01,HR,L6,Y,1.0,39.0,2023-05-24,
ASN-004115-01,HRIS-WKR-004115,POS-SAL-L5-0170,JOB-SAL-L5-02,Sales L5 Role 02,SAL,L5,Y,,,2020-06-05,
ASN-004116-01,HRIS-WKR-004116,POS-FIN-L3-0088,JOB-FIN-L3-04,Finance L3 Role 04,FIN,L3,Y,1.0,39.0,2026-01-31,
ASN-004117-01,HRIS-WKR-004117,POS-OPS-L1-0041,JOB-OPS-L1-05,Operations L1 Role 05,OPS,L1,Y,1.0,39.0,2018-12-13,
ASN-004118-01,HRIS-WKR-004118,POS-HR-L5-0138,JOB-HR-L5-06,People L5 Role 06,HR,L5,Y,0.5,19.5,2019-10-24,
ASN-004119-01,HRIS-WKR-004119,POS-FIN-L2-0084,JOB-FIN-L2-06,Finance L2 Role 06,FIN,L2,Y,1.0,39.0,2023-01-15,
ASN-004120-01,HRIS-WKR-004120,POS-SAL-L5-0172,JOB-SAL-L5-04,Sales L5 Role 04,SAL,L5,Y,1.0,39.0,2022-02-26,
ASN-004121-01,HRIS-WKR-004121,POS-SAL-L1-0149,JOB-SAL-L1-05,Sales L1 Role 05,SAL,L1,Y,1.0,39.0,2019-09-26,
ASN-004122-01,HRIS-WKR-004122,POS-FIN-L4-0096,JOB-FIN-L4-06,Finance L4 Role 06,FIN,L4,Y,1.0,39.0,2020-06-15,
ASN-004123-01,HRIS-WKR-004123,POS-ENG-L5-0027,JOB-ENG-L5-03,Engineering L5 Role 03,ENG,L5,Y,1.0,39.0,2022-05-15,
ASN-004124-01,HRIS-WKR-004124,POS-SAL-L1-0150,JOB-SAL-L1-06,Sales L1 Role 06,SAL,L1,Y,1.0,39.0,2022-05-14,
ASN-004125-01,HRIS-WKR-004125,POS-HR-L2-0118,JOB-HR-L2-04,People L2 Role 04,HR,L2,Y,1.0,39.0,2022-05-25,
ASN-004126-01,HRIS-WKR-004126,POS-OPS-L1-0041,JOB-OPS-L1-05,Operations L1 Role 05,OPS,L1,Y,0.5,19.5,2019-07-02,
ASN-004127-01,HRIS-WKR-004127,POS-OPS-L3-0050,JOB-OPS-L3-02,Operations L3 Role 02,OPS,L3,Y,1.0,39.0,2018-08-28,
ASN-004128-01,HRIS-WKR-004128,POS-OPS-L2-0047,JOB-OPS-L2-05,Operations L2 Role 05,OPS,L2,Y,0.6,23.4,2023-04-15,
ASN-004129-01,HRIS-WKR-004129,POS-FIN-L1-0076,JOB-FIN-L1-04,Finance L1 Role 04,FIN,L1,Y,0.8,31.2,2023-02-09,
ASN-004130-01,HRIS-WKR-004130,POS-ENG-L1-0005,JOB-ENG-L1-05,Engineering L1 Role 05,ENG,L1,Y,1.0,39.0,2018-10-28,
ASN-004131-01,HRIS-WKR-004131,POS-OPS-L6-0068,JOB-OPS-L6-02,Operations L6 Role 02,OPS,L6,Y,,,2025-03-06,
ASN-004132-01,HRIS-WKR-004132,POS-FIN-L3-0089,JOB-FIN-L3-05,Finance L3 Role 05,FIN,L3,Y,1.0,39.0,2023-07-03,
ASN-004133-01,HRIS-WKR-004133,POS-SAL-L3-0161,JOB-SAL-L3-05,Sales L3 Role 05,SAL,L3,Y,,,2024-10-21,
ASN-004134-01,HRIS-WKR-004134,POS-TEC-L3-0194,JOB-TEC-L3-02,Technology L3 Role 02,TEC,L3,Y,1.0,39.0,2024-06-09,
ASN-004135-01,HRIS-WKR-004135,POS-OPS-L3-0051,JOB-OPS-L3-03,Operations L3 Role 03,OPS,L3,Y,1.0,39.0,2025-06-13,
ASN-004136-01,HRIS-WKR-004136,POS-HR-L1-0111,JOB-HR-L1-03,People L1 Role 03,HR,L1,Y,1.0,39.0,2021-09-30,
ASN-004137-01,HRIS-WKR-004137,POS-FIN-L2-0079,JOB-FIN-L2-01,Finance L2 Role 01,FIN,L2,Y,1.0,39.0,2020-12-12,
ASN-004137-02,HRIS-WKR-004137,POS-FIN-L3-0090,JOB-FIN-L3-06,Finance L3 Role 06,FIN,L3,N,0.2,7.8,2018-12-12,
ASN-004138-01,HRIS-WKR-004138,POS-HR-L6-0142,JOB-HR-L6-04,People L6 Role 04,HR,L6,Y,,,2021-03-01,
ASN-004138-02,HRIS-WKR-004138,POS-HR-L3-0121,JOB-HR-L3-01,People L3 Role 01,HR,L3,N,0.3,11.7,2022-10-11,
ASN-004139-01,HRIS-WKR-004139,POS-ENG-L5-0025,JOB-ENG-L5-01,Engineering L5 Role 01,ENG,L5,Y,1.0,39.0,2020-04-07,
ASN-004140-01,HRIS-WKR-004140,POS-HR-L1-0110,JOB-HR-L1-02,People L1 Role 02,HR,L1,Y,1.0,39.0,2020-08-20,
ASN-004141-01,HRIS-WKR-004141,POS-ENG-L1-0005,JOB-ENG-L1-05,Engineering L1 Role 05,ENG,L1,Y,1.0,39.0,2024-01-13,
ASN-004142-01,HRIS-WKR-004142,POS-SAL-L1-0146,JOB-SAL-L1-02,Sales L1 Role 02,SAL,L1,Y,1.0,39.0,2024-10-30,
ASN-004143-01,HRIS-WKR-004143,POS-HR-L4-0129,JOB-HR-L4-03,People L4 Role 03,HR,L4,Y,1.0,39.0,2018-06-01,
ASN-004144-01,HRIS-WKR-004144,POS-SAL-L3-0158,JOB-SAL-L3-02,Sales L3 Role 02,SAL,L3,Y,,,2023-06-24,
ASN-004145-01,HRIS-WKR-004145,POS-OPS-L5-0062,JOB-OPS-L5-02,Operations L5 Role 02,OPS,L5,Y,0.8,31.2,2024-07-11,
ASN-004146-01,HRIS-WKR-004146,POS-OPS-L6-0072,JOB-OPS-L6-06,Operations L6 Role 06,OPS,L6,Y,1.0,39.0,2018-12-25,
ASN-004147-01,HRIS-WKR-004147,POS-FIN-L5-0100,JOB-FIN-L5-04,Finance L5 Role 04,FIN,L5,Y,1.0,39.0,2018-02-13,
ASN-004147-02,HRIS-WKR-004147,POS-SAL-L4-0164,JOB-SAL-L4-02,Sales L4 Role 02,SAL,L4,N,0.3,11.7,2023-10-19,
ASN-004148-01,HRIS-WKR-004148,POS-SAL-L3-0162,JOB-SAL-L3-06,Sales L3 Role 06,SAL,L3,Y,1.0,39.0,2023-09-25,
ASN-004149-01,HRIS-WKR-004149,POS-TEC-L5-0206,JOB-TEC-L5-02,Technology L5 Role 02,TEC,L6,Y,1.0,39.0,2018-10-27,
ASN-004150-01,HRIS-WKR-004150,POS-HR-L4-0131,JOB-HR-L4-05,People L4 Role 05,HR,L4,Y,1.0,39.0,2025-10-04,
ASN-004151-01,HRIS-WKR-004151,POS-HR-L1-0111,JOB-HR-L1-03,People L1 Role 03,HR,L1,Y,1.0,39.0,2018-09-10,
ASN-004151-02,HRIS-WKR-004151,POS-OPS-L2-0048,JOB-OPS-L2-06,Operations L2 Role 06,OPS,L2,N,0.3,11.7,2018-05-12,
ASN-004152-01,HRIS-WKR-004152,POS-ENG-L4-0023,JOB-ENG-L4-05,Engineering L4 Role 05,ENG,L4,Y,1.0,39.0,2021-04-11,
ASN-004152-02,HRIS-WKR-004152,POS-HR-L4-0127,JOB-HR-L4-01,People L4 Role 01,HR,L4,N,0.2,7.8,2019-02-06,
ASN-004153-01,HRIS-WKR-004153,POS-SAL-L6-0177,JOB-SAL-L6-03,Sales L6 Role 03,SAL,L6,Y,1.0,39.0,2021-06-04,
ASN-004154-01,HRIS-WKR-004154,POS-HR-L5-0138,JOB-HR-L5-06,People L5 Role 06,HR,L5,Y,0.6,23.4,2018-03-09,
ASN-004155-01,HRIS-WKR-004155,POS-HR-L2-0116,JOB-HR-L2-02,People L2 Role 02,HR,L2,Y,1.0,39.0,2020-06-30,
ASN-004156-01,HRIS-WKR-004156,POS-ENG-L2-0009,JOB-ENG-L2-03,Engineering L2 Role 03,ENG,L2,Y,1.0,39.0,2023-04-12,
ASN-004157-01,HRIS-WKR-004157,POS-OPS-L1-0041,JOB-OPS-L1-05,Operations L1 Role 05,OPS,L1,Y,1.0,39.0,2022-08-20,
ASN-004158-01,HRIS-WKR-004158,POS-FIN-L4-0093,JOB-FIN-L4-03,Finance L4 Role 03,FIN,L4,Y,1.0,39.0,2019-06-27,
ASN-004159-01,HRIS-WKR-004159,POS-TEC-L4-0203,JOB-TEC-L4-05,Technology L4 Role 05,TEC,L4,Y,1.0,39.0,2018-08-10,
ASN-004160-01,HRIS-WKR-004160,POS-ENG-L2-0011,JOB-ENG-L2-05,Engineering L2 Role 05,ENG,L2,Y,1.0,39.0,2019-02-23,
ASN-004161-01,HRIS-WKR-004161,POS-HR-L4-0128,JOB-HR-L4-02,People L4 Role 02,HR,L4,Y,1.0,39.0,2023-07-02,
