hris_worker_id,payroll_worker_id,legal_entity_id,crosswalk_status,crosswalk_version
HRIS-WKR-004384,PAY-WKR-004246,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004385,PAY-WKR-004247,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004386,PAY-WKR-004248,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004387,PAY-WKR-004249,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004388,PAY-WKR-004250,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004389,PAY-WKR-004251,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004390,PAY-WKR-004252,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004391,PAY-WKR-004253,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004392,PAY-WKR-004254,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004393,PAY-WKR-004255,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004394,PAY-WKR-004256,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004395,PAY-WKR-004257,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004396,PAY-WKR-004258,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004397,PAY-WKR-004259,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004398,PAY-WKR-004260,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004399,PAY-WKR-004261,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004400,PAY-WKR-004262,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004401,PAY-WKR-004263,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004402,PAY-WKR-004264,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004403,PAY-WKR-004265,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004404,PAY-WKR-004266,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004405,PAY-WKR-004267,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004406,PAY-WKR-004268,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004407,PAY-WKR-004269,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004408,PAY-WKR-004270,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004409,PAY-WKR-004271,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004410,PAY-WKR-004272,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004411,PAY-WKR-004273,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004412,PAY-WKR-004274,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004413,PAY-WKR-004275,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004414,PAY-WKR-004276,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004415,PAY-WKR-004277,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004416,PAY-WKR-004278,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004417,PAY-WKR-004279,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004418,PAY-WKR-004280,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004419,PAY-WKR-004281,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004420,PAY-WKR-004282,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004421,PAY-WKR-004283,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004422,PAY-WKR-004284,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004423,PAY-WKR-004285,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004424,,LE-IE-SYNTH-001,MISSING,xwalk_v1.0.0
HRIS-WKR-004425,PAY-WKR-004286,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004426,PAY-WKR-004287,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004427,PAY-WKR-004288,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004428,PAY-WKR-004289,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004429,PAY-WKR-004290,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004430,PAY-WKR-004291,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004431,PAY-WKR-004292,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004432,PAY-WKR-004293,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004433,PAY-WKR-004294,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004434,PAY-WKR-004295,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004435,PAY-WKR-004296,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004436,PAY-WKR-004297,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004437,PAY-WKR-004298,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004438,PAY-WKR-004299,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004439,PAY-WKR-004300,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004440,PAY-WKR-004301,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004441,PAY-WKR-004302,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004442,PAY-WKR-004303,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004443,PAY-WKR-004304,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004444,PAY-WKR-004305,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004445,,LE-IE-SYNTH-001,MISSING,xwalk_v1.0.0
HRIS-WKR-004446,PAY-WKR-004306,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004447,PAY-WKR-004307,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004448,PAY-WKR-004308,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004449,PAY-WKR-004309,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004450,PAY-WKR-004310,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004451,PAY-WKR-004311,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004452,PAY-WKR-004312,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004453,PAY-WKR-004313,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004454,PAY-WKR-004314,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004455,PAY-WKR-004315,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004456,PAY-WKR-004316,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004457,PAY-WKR-004317,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004458,PAY-WKR-004318,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004459,PAY-WKR-004319,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004460,PAY-WKR-004320,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004461,PAY-WKR-004321,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004462,PAY-WKR-004322,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004463,PAY-WKR-004323,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004464,PAY-WKR-004324,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004465,PAY-WKR-004325,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004466,PAY-WKR-004326,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004467,PAY-WKR-004327,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004468,PAY-WKR-004328,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004469,PAY-WKR-004329,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004470,PAY-WKR-004330,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004471,PAY-WKR-004331,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004472,,LE-IE-SYNTH-001,MISSING,xwalk_v1.0.0
HRIS-WKR-004473,PAY-WKR-004332,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004474,PAY-WKR-004333,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004475,PAY-WKR-004334,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004476,PAY-WKR-004335,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004477,,LE-IE-SYNTH-001,MISSING,xwalk_v1.0.0
HRIS-WKR-004478,PAY-WKR-004336,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004479,PAY-WKR-004337,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004480,PAY-WKR-004338,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004481,PAY-WKR-004339,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004482,PAY-WKR-004340,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004483,PAY-WKR-004341,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004484,PAY-WKR-004342,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004485,PAY-WKR-004343,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004486,PAY-WKR-004344,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004487,,LE-IE-SYNTH-001,MISSING,xwalk_v1.0.0
HRIS-WKR-004488,PAY-WKR-004345,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004489,PAY-WKR-004346,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004490,PAY-WKR-004347,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004491,PAY-WKR-004348,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004492,PAY-WKR-004349,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004493,PAY-WKR-004350,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004494,PAY-WKR-004351,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004495,PAY-WKR-004352,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004496,PAY-WKR-004353,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004497,PAY-WKR-004354,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004498,PAY-WKR-004355,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004499,PAY-WKR-004356,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004500,PAY-WKR-004357,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004501,PAY-WKR-004358,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004502,PAY-WKR-004359,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004503,PAY-WKR-004360,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004504,PAY-WKR-004361,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004505,PAY-WKR-004362,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004506,PAY-WKR-004363,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004507,PAY-WKR-004364,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004508,PAY-WKR-004365,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004509,PAY-WKR-004366,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004510,PAY-WKR-004367,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004511,PAY-WKR-004368,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004512,PAY-WKR-004369,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004513,PAY-WKR-004370,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004514,PAY-WKR-004371,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004515,PAY-WKR-004372,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004516,PAY-WKR-004373,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004517,PAY-WKR-004374,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004518,PAY-WKR-004375,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004519,,LE-IE-SYNTH-001,MISSING,xwalk_v1.0.0
HRIS-WKR-004520,PAY-WKR-004376,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004521,PAY-WKR-004377,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004522,PAY-WKR-004378,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004523,PAY-WKR-004379,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004524,PAY-WKR-004380,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004525,PAY-WKR-004381,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004526,PAY-WKR-004382,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004527,PAY-WKR-004383,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004528,PAY-WKR-004384,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004529,PAY-WKR-004385,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004530,PAY-WKR-004386,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004531,PAY-WKR-004387,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004532,,LE-IE-SYNTH-001,MISSING,xwalk_v1.0.0
HRIS-WKR-004533,PAY-WKR-004388,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004534,PAY-WKR-004389,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004535,PAY-WKR-004390,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004536,PAY-WKR-004391,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004537,PAY-WKR-004392,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004538,PAY-WKR-004393,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004539,PAY-WKR-004394,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004540,PAY-WKR-004395,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004541,PAY-WKR-004396,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004542,PAY-WKR-004397,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004543,PAY-WKR-004398,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004544,PAY-WKR-004399,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004545,PAY-WKR-004400,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004546,PAY-WKR-004401,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004547,PAY-WKR-004402,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004548,PAY-WKR-004403,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004549,PAY-WKR-004404,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004550,PAY-WKR-004405,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004551,PAY-WKR-004406,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004552,PAY-WKR-004407,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004553,PAY-WKR-004408,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004554,PAY-WKR-004409,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004555,PAY-WKR-004410,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004556,PAY-WKR-004411,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004557,PAY-WKR-004412,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004558,PAY-WKR-004413,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004559,PAY-WKR-004414,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004560,PAY-WKR-004415,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004561,PAY-WKR-004416,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004562,PAY-WKR-004417,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004563,PAY-WKR-004418,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004564,PAY-WKR-004419,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004565,PAY-WKR-004420,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004566,PAY-WKR-004421,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004567,PAY-WKR-004422,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004568,PAY-WKR-004423,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004569,PAY-WKR-004424,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004570,PAY-WKR-004425,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004571,PAY-WKR-004426,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004572,PAY-WKR-004427,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004573,PAY-WKR-004428,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004574,PAY-WKR-004429,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004575,PAY-WKR-004430,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004576,PAY-WKR-004431,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004577,PAY-WKR-004432,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004578,PAY-WKR-004433,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004579,PAY-WKR-004434,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004580,PAY-WKR-004435,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004581,PAY-WKR-004436,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004582,PAY-WKR-004437,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004583,PAY-WKR-004438,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004584,PAY-WKR-004439,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004585,PAY-WKR-004440,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004586,PAY-WKR-004441,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004587,PAY-WKR-004442,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004588,PAY-WKR-004443,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004589,PAY-WKR-004444,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004590,PAY-WKR-004445,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004591,PAY-WKR-004446,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004592,PAY-WKR-004447,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004593,PAY-WKR-004448,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004594,PAY-WKR-004449,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004595,PAY-WKR-004450,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004596,PAY-WKR-004451,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004597,PAY-WKR-004452,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004598,PAY-WKR-004453,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004599,PAY-WKR-004454,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004600,PAY-WKR-004455,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004601,PAY-WKR-004456,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004602,PAY-WKR-004457,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004603,PAY-WKR-004458,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004604,PAY-WKR-004459,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004605,PAY-WKR-004460,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004606,PAY-WKR-004461,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004607,PAY-WKR-004462,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004608,PAY-WKR-004463,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004609,PAY-WKR-004464,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004610,PAY-WKR-004465,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004611,PAY-WKR-004466,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004612,PAY-WKR-004467,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004613,PAY-WKR-004468,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004614,PAY-WKR-004469,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004615,PAY-WKR-004470,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004616,PAY-WKR-004471,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004617,PAY-WKR-004472,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004618,PAY-WKR-004473,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004619,PAY-WKR-004474,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004620,PAY-WKR-004475,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004621,PAY-WKR-004476,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004622,PAY-WKR-004477,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004623,PAY-WKR-004478,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004624,PAY-WKR-004479,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004625,PAY-WKR-004480,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004626,PAY-WKR-004481,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004627,PAY-WKR-004482,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004628,PAY-WKR-004483,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004629,PAY-WKR-004484,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004630,PAY-WKR-004485,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004631,PAY-WKR-004486,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004632,PAY-WKR-004487,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-004633,PAY-WKR-004488,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
