payroll_line_id,payroll_run_id,payroll_worker_id,earning_code,earning_description,amount,currency_code,component_family_candidate,off_cycle_flag,retro_flag
LINE-000004302,RUN-IE-2026-02-REG-001,PAY-WKR-002948,SUSPECT_BASE,Suspected misclassified base-like code,996.67,EUR,BASE,N,N
LINE-000004303,RUN-IE-2026-02-REG-001,PAY-WKR-002948,BASE,Base salary,5211.44,EUR,BASE,N,N
LINE-000004304,RUN-IE-2026-02-REG-001,PAY-WKR-002949,BASE,Base salary,10806.59,EUR,BASE,N,N
LINE-000004305,RUN-IE-2026-02-REG-001,PAY-WKR-002949,BONUS,Bonus payment,1636.3,EUR,VARIABLE,N,N
LINE-000004306,RUN-IE-2026-02-REG-001,PAY-WKR-002950,SUSPECT_BASE,Suspected misclassified base-like code,857.69,EUR,BASE,N,N
LINE-000004307,RUN-IE-2026-02-REG-001,PAY-WKR-002950,BASE,Base salary,2403.18,EUR,BASE,N,N
LINE-000004308,RUN-IE-2026-02-REG-001,PAY-WKR-002950,BONUS,Bonus payment,269.39,EUR,VARIABLE,N,N
LINE-000004309,RUN-IE-2026-02-REG-001,PAY-WKR-002951,BASE,Base salary,6066.85,EUR,BASE,N,N
LINE-000004310,RUN-IE-2026-02-REG-001,PAY-WKR-002952,BASE,Base salary,8108.25,EUR,BASE,N,N
LINE-000004311,RUN-IE-2026-02-REG-001,PAY-WKR-002953,BASE,Base salary,3828.32,EUR,BASE,N,N
LINE-000004312,RUN-IE-2026-02-REG-001,PAY-WKR-002954,BASE,Base salary,3749.42,EUR,BASE,N,N
LINE-000004313,RUN-IE-2026-02-REG-001,PAY-WKR-002955,BASE,Base salary,2785.68,EUR,BASE,N,N
LINE-000004314,RUN-IE-2026-02-REG-001,PAY-WKR-002955,BONUS,Bonus payment,395.82,EUR,VARIABLE,N,N
LINE-000004315,RUN-IE-2026-02-REG-001,PAY-WKR-002955,OFFCYCLE_ADJ,Off-cycle adjustment (excluded),31.18,EUR,EXCLUDED,Y,N
LINE-000004316,RUN-IE-2026-02-REG-001,PAY-WKR-002956,BASE,Base salary,3212.34,EUR,BASE,N,N
LINE-000004317,RUN-IE-2026-02-REG-001,PAY-WKR-002957,BASE,Base salary,9078.75,EUR,BASE,N,N
LINE-000004318,RUN-IE-2026-02-REG-001,PAY-WKR-002958,BASE,Base salary,4259.63,EUR,BASE,N,N
LINE-000004319,RUN-IE-2026-02-REG-001,PAY-WKR-002958,BONUS,Bonus payment,494.92,EUR,VARIABLE,N,N
LINE-000004320,RUN-IE-2026-02-REG-001,PAY-WKR-002958,OFFCYCLE_ADJ,Off-cycle adjustment (excluded),-168.11,EUR,EXCLUDED,Y,N
LINE-000004321,RUN-IE-2026-02-REG-001,PAY-WKR-002959,BASE,Base salary,5268.69,EUR,BASE,N,N
LINE-000004322,RUN-IE-2026-02-REG-001,PAY-WKR-002960,BASE,Base salary,10098.74,EUR,BASE,N,N
LINE-000004323,RUN-IE-2026-02-REG-001,PAY-WKR-002961,BASE,Base salary,5672.03,EUR,BASE,N,N
LINE-000004324,RUN-IE-2026-02-REG-001,PAY-WKR-002961,BONUS,Bonus payment,1337.32,EUR,VARIABLE,N,N
LINE-000004325,RUN-IE-2026-02-REG-001,PAY-WKR-002961,ALLOW_TRAVEL,Travel allowance (excluded),111.86,EUR,ALLOWANCE,N,N
LINE-000004326,RUN-IE-2026-02-REG-001,PAY-WKR-002962,BASE,Base salary,9297.03,EUR,BASE,N,N
LINE-000004327,RUN-IE-2026-02-REG-001,PAY-WKR-002962,BONUS,Bonus payment,1282.33,EUR,VARIABLE,N,N
LINE-000004328,RUN-IE-2026-02-REG-001,PAY-WKR-002963,BASE,Base salary,5364.33,EUR,BASE,N,N
LINE-000004329,RUN-IE-2026-02-REG-001,PAY-WKR-002963,ALLOW_TRAVEL,Travel allowance (excluded),89.57,EUR,ALLOWANCE,N,N
LINE-000004330,RUN-IE-2026-02-REG-001,PAY-WKR-002964,BASE,Base salary,3192.17,EUR,BASE,N,N
LINE-000004331,RUN-IE-2026-02-REG-001,PAY-WKR-002965,BASE,Base salary,4888.52,EUR,BASE,N,N
LINE-000004332,RUN-IE-2026-02-REG-001,PAY-WKR-002966,BASE,Base salary,2608.12,EUR,BASE,N,N
LINE-000004333,RUN-IE-2026-02-REG-001,PAY-WKR-002967,BASE,Base salary,11782.12,EUR,BASE,N,N
LINE-000004334,RUN-IE-2026-02-REG-001,PAY-WKR-002967,BONUS,Bonus payment,3995.71,EUR,VARIABLE,N,N
LINE-000004335,RUN-IE-2026-02-REG-001,PAY-WKR-002968,BASE,Base salary,13324.61,EUR,BASE,N,N
LINE-000004336,RUN-IE-2026-02-REG-001,PAY-WKR-002968,BONUS,Bonus payment,3416.92,EUR,VARIABLE,N,N
LINE-000004337,RUN-IE-2026-02-REG-001,PAY-WKR-002969,BASE,Base salary,4568.39,EUR,BASE,N,N
LINE-000004338,RUN-IE-2026-02-REG-001,PAY-WKR-002969,BONUS,Bonus payment,761.13,EUR,VARIABLE,N,N
LINE-000004339,RUN-IE-2026-02-REG-001,PAY-WKR-002970,BASE,Base salary,5665.44,EUR,BASE,N,N
LINE-000004340,RUN-IE-2026-02-REG-001,PAY-WKR-002971,BASE,Base salary,3016.12,EUR,BASE,N,N
LINE-000004341,RUN-IE-2026-02-REG-001,PAY-WKR-002972,BASE,Base salary,8020.25,EUR,BASE,N,N
LINE-000004342,RUN-IE-2026-02-REG-001,PAY-WKR-002973,BASE,Base salary,2735.06,EUR,BASE,N,N
LINE-000004343,RUN-IE-2026-02-REG-001,PAY-WKR-002974,BASE,Base salary,13222.79,EUR,BASE,N,N
LINE-000004344,RUN-IE-2026-02-REG-001,PAY-WKR-002975,SUSPECT_BASE,Suspected misclassified base-like code,1185.78,EUR,BASE,N,N
LINE-000004345,RUN-IE-2026-02-REG-001,PAY-WKR-002975,BASE,Base salary,2278.99,EUR,BASE,N,N
LINE-000004346,RUN-IE-2026-02-REG-001,PAY-WKR-002976,BASE,Base salary,5458.94,EUR,BASE,N,N
LINE-000004347,RUN-IE-2026-02-REG-001,PAY-WKR-002976,RETRO_ADJ,Retro adjustment (excluded),-328.01,EUR,EXCLUDED,N,Y
LINE-000004348,RUN-IE-2026-02-REG-001,PAY-WKR-002977,BASE,Base salary,4844.84,EUR,BASE,N,N
LINE-000004349,RUN-IE-2026-02-REG-001,PAY-WKR-002977,BONUS,Bonus payment,970.59,EUR,VARIABLE,N,N
LINE-000004350,RUN-IE-2026-02-REG-001,PAY-WKR-002978,BASE,Base salary,4462.66,EUR,BASE,N,N
LINE-000004351,RUN-IE-2026-02-REG-001,PAY-WKR-002979,BASE,Base salary,1401.81,EUR,BASE,N,N
LINE-000004352,RUN-IE-2026-02-REG-001,PAY-WKR-002980,SUSPECT_BASE,Suspected misclassified base-like code,1177.61,EUR,BASE,N,N
LINE-000004353,RUN-IE-2026-02-REG-001,PAY-WKR-002980,BASE,Base salary,7988.87,EUR,BASE,N,N
LINE-000004354,RUN-IE-2026-02-REG-001,PAY-WKR-002981,BASE,Base salary,4963.93,EUR,BASE,N,N
LINE-000004355,RUN-IE-2026-02-REG-001,PAY-WKR-002981,BONUS,Bonus payment,1295.39,EUR,VARIABLE,N,N
LINE-000004356,RUN-IE-2026-02-REG-001,PAY-WKR-002982,BASE,Base salary,13842.91,EUR,BASE,N,N
LINE-000004357,RUN-IE-2026-02-REG-001,PAY-WKR-002983,BASE,Base salary,4592.62,EUR,BASE,N,N
LINE-000004358,RUN-IE-2026-02-REG-001,PAY-WKR-002984,BASE,Base salary,3276.11,EUR,BASE,N,N
LINE-000004359,RUN-IE-2026-02-REG-001,PAY-WKR-002985,SUSPECT_BASE,Suspected misclassified base-like code,976.99,EUR,BASE,N,N
LINE-000004360,RUN-IE-2026-02-REG-001,PAY-WKR-002985,BASE,Base salary,5339.18,EUR,BASE,N,N
LINE-000004361,RUN-IE-2026-02-REG-001,PAY-WKR-002986,BASE,Base salary,4430.61,EUR,BASE,N,N
LINE-000004362,RUN-IE-2026-02-REG-001,PAY-WKR-002987,BASE,Base salary,6186.91,EUR,BASE,N,N
LINE-000004363,RUN-IE-2026-02-REG-001,PAY-WKR-002988,BASE,Base salary,7776.63,EUR,BASE,N,N
LINE-000004364,RUN-IE-2026-02-REG-001,PAY-WKR-002989,BASE,Base salary,11717.36,EUR,BASE,N,N
LINE-000004365,RUN-IE-2026-02-REG-001,PAY-WKR-002989,BONUS,Bonus payment,3020.38,EUR,VARIABLE,N,N
LINE-000004366,RUN-IE-2026-02-REG-001,PAY-WKR-002990,BASE,Base salary,6524.82,EUR,BASE,N,N
LINE-000004367,RUN-IE-2026-02-REG-001,PAY-WKR-002990,BONUS,Bonus payment,369.9,EUR,VARIABLE,N,N
LINE-000004368,RUN-IE-2026-02-REG-001,PAY-WKR-002991,BASE,Base salary,5971.7,EUR,BASE,N,N
LINE-000004369,RUN-IE-2026-02-REG-001,PAY-WKR-002992,BASE,Base salary,9081.61,EUR,BASE,N,N
LINE-000004370,RUN-IE-2026-02-REG-001,PAY-WKR-002993,BASE,Base salary,4790.22,EUR,BASE,N,N
LINE-000004371,RUN-IE-2026-02-REG-001,PAY-WKR-002994,BASE,Base salary,4431.11,EUR,BASE,N,N
LINE-000004372,RUN-IE-2026-02-REG-001,PAY-WKR-002995,BASE,Base salary,5338.67,EUR,BASE,N,N
LINE-000004373,RUN-IE-2026-02-REG-001,PAY-WKR-002995,RETRO_ADJ,Retro adjustment (excluded),444.14,EUR,EXCLUDED,N,Y
LINE-000004374,RUN-IE-2026-02-REG-001,PAY-WKR-002996,SUSPECT_BASE,Suspected misclassified base-like code,1169.04,EUR,BASE,N,N
LINE-000004375,RUN-IE-2026-02-REG-001,PAY-WKR-002996,BASE,Base salary,2667.7,EUR,BASE,N,N
LINE-000004376,RUN-IE-2026-02-REG-001,PAY-WKR-002997,BASE,Base salary,3319.28,EUR,BASE,N,N
LINE-000004377,RUN-IE-2026-02-REG-001,PAY-WKR-002998,BASE,Base salary,6010.73,EUR,BASE,N,N
LINE-000004378,RUN-IE-2026-02-REG-001,PAY-WKR-002999,BASE,Base salary,7271.99,EUR,BASE,N,N
LINE-000004379,RUN-IE-2026-02-REG-001,PAY-WKR-003000,BASE,Base salary,6163.83,EUR,BASE,N,N
LINE-000004380,RUN-IE-2026-02-REG-001,PAY-WKR-003001,BASE,Base salary,3209.89,EUR,BASE,N,N
LINE-000004381,RUN-IE-2026-02-REG-001,PAY-WKR-003002,BASE,Base salary,4206.01,EUR,BASE,N,N
LINE-000004382,RUN-IE-2026-02-REG-001,PAY-WKR-003003,BASE,Base salary,2723.38,EUR,BASE,N,N
LINE-000004383,RUN-IE-2026-02-REG-001,PAY-WKR-003004,BASE,Base salary,3242.64,EUR,BASE,N,N
LINE-000004384,RUN-IE-2026-02-REG-001,PAY-WKR-003005,BASE,Base salary,6045.29,EUR,BASE,N,N
LINE-000004385,RUN-IE-2026-02-REG-001,PAY-WKR-003006,BASE,Base salary,3068.8,EUR,BASE,N,N
LINE-000004386,RUN-IE-2026-02-REG-001,PAY-WKR-003006,ALLOW_TRAVEL,Travel allowance (excluded),34.19,EUR,ALLOWANCE,N,N
LINE-000004387,RUN-IE-2026-02-REG-001,PAY-WKR-003007,BASE,Base salary,7992.36,EUR,BASE,N,N
LINE-000004388,RUN-IE-2026-02-REG-001,PAY-WKR-003008,UNMAPPED_X,Intentionally unmapped code (blocker),197.03,EUR,UNKNOWN,N,N
LINE-000004389,RUN-IE-2026-02-REG-001,PAY-WKR-003008,BASE,Base salary,4790.31,EUR,BASE,N,N
LINE-000004390,RUN-IE-2026-02-REG-001,PAY-WKR-003009,BASE,Base salary,14851.42,EUR,BASE,N,N
LINE-000004391,RUN-IE-2026-02-REG-001,PAY-WKR-003009,BONUS,Bonus payment,5765.54,EUR,VARIABLE,N,N
LINE-000004392,RUN-IE-2026-02-REG-001,PAY-WKR-003010,BASE,Base salary,6042.74,EUR,BASE,N,N
LINE-000004393,RUN-IE-2026-02-REG-001,PAY-WKR-003010,OFFCYCLE_ADJ,Off-cycle adjustment (excluded),343.86,EUR,EXCLUDED,Y,N
LINE-000004394,RUN-IE-2026-02-REG-001,PAY-WKR-003011,BASE,Base salary,7773.46,EUR,BASE,N,N
LINE-000004395,RUN-IE-2026-02-REG-001,PAY-WKR-003012,BASE,Base salary,2567.61,EUR,BASE,N,N
LINE-000004396,RUN-IE-2026-02-REG-001,PAY-WKR-003012,BONUS,Bonus payment,429.73,EUR,VARIABLE,N,N
LINE-000004397,RUN-IE-2026-02-REG-001,PAY-WKR-003013,BASE,Base salary,3154.11,EUR,BASE,N,N
LINE-000004398,RUN-IE-2026-02-REG-001,PAY-WKR-003014,BASE,Base salary,4423.71,EUR,BASE,N,N
LINE-000004399,RUN-IE-2026-02-REG-001,PAY-WKR-003014,BONUS,Bonus payment,1045.07,EUR,VARIABLE,N,N
LINE-000004400,RUN-IE-2026-02-REG-001,PAY-WKR-003015,BASE,Base salary,6109.5,EUR,BASE,N,N
LINE-000004401,RUN-IE-2026-02-REG-001,PAY-WKR-003015,BONUS,Bonus payment,860.94,EUR,VARIABLE,N,N
LINE-000004402,RUN-IE-2026-02-REG-001,PAY-WKR-003016,BASE,Base salary,5256.98,EUR,BASE,N,N
LINE-000004403,RUN-IE-2026-02-REG-001,PAY-WKR-003017,BASE,Base salary,4357.74,EUR,BASE,N,N
LINE-000004404,RUN-IE-2026-02-REG-001,PAY-WKR-003018,BASE,Base salary,10546.85,EUR,BASE,N,N
LINE-000004405,RUN-IE-2026-02-REG-001,PAY-WKR-003018,BONUS,Bonus payment,2435.6,EUR,VARIABLE,N,N
LINE-000004406,RUN-IE-2026-02-REG-001,PAY-WKR-003019,BASE,Base salary,10754.44,EUR,BASE,N,N
LINE-000004407,RUN-IE-2026-02-REG-001,PAY-WKR-003020,BASE,Base salary,6633.56,EUR,BASE,N,N
LINE-000004408,RUN-IE-2026-02-REG-001,PAY-WKR-003020,BONUS,Bonus payment,809.24,EUR,VARIABLE,N,N
LINE-000004409,RUN-IE-2026-02-REG-001,PAY-WKR-003020,RETRO_ADJ,Retro adjustment (excluded),577.82,EUR,EXCLUDED,N,Y
LINE-000004410,RUN-IE-2026-02-REG-001,PAY-WKR-003021,BASE,Base salary,3892.6,EUR,BASE,N,N
LINE-000004411,RUN-IE-2026-02-REG-001,PAY-WKR-003022,BASE,Base salary,9179.12,EUR,BASE,N,N
LINE-000004412,RUN-IE-2026-02-REG-001,PAY-WKR-003022,RETRO_ADJ,Retro adjustment (excluded),-319.26,EUR,EXCLUDED,N,Y
LINE-000004413,RUN-IE-2026-02-REG-001,PAY-WKR-003023,BASE,Base salary,3302.16,EUR,BASE,N,N
LINE-000004414,RUN-IE-2026-02-REG-001,PAY-WKR-003024,BASE,Base salary,5503.58,EUR,BASE,N,N
LINE-000004415,RUN-IE-2026-02-REG-001,PAY-WKR-003025,BASE,Base salary,2513.38,EUR,BASE,N,N
LINE-000004416,RUN-IE-2026-02-REG-001,PAY-WKR-003026,BASE,Base salary,8401.18,EUR,BASE,N,N
LINE-000004417,RUN-IE-2026-02-REG-001,PAY-WKR-003026,BONUS,Bonus payment,550.75,EUR,VARIABLE,N,N
LINE-000004418,RUN-IE-2026-02-REG-001,PAY-WKR-003027,BASE,Base salary,9548.8,EUR,BASE,N,N
LINE-000004419,RUN-IE-2026-02-REG-001,PAY-WKR-003028,BASE,Base salary,9450.12,EUR,BASE,N,N
LINE-000004420,RUN-IE-2026-02-REG-001,PAY-WKR-003029,UNMAPPED_X,Intentionally unmapped code (blocker),113.46,EUR,UNKNOWN,N,N
LINE-000004421,RUN-IE-2026-02-REG-001,PAY-WKR-003029,BASE,Base salary,7320.17,EUR,BASE,N,N
LINE-000004422,RUN-IE-2026-02-REG-001,PAY-WKR-003029,BONUS,Bonus payment,418.29,EUR,VARIABLE,N,N
LINE-000004423,RUN-IE-2026-02-REG-001,PAY-WKR-003030,BASE,Base salary,8451.92,EUR,BASE,N,N
LINE-000004424,RUN-IE-2026-02-REG-001,PAY-WKR-003031,BASE,Base salary,4921.97,EUR,BASE,N,N
LINE-000004425,RUN-IE-2026-02-REG-001,PAY-WKR-003032,BASE,Base salary,14560.16,EUR,BASE,N,N
LINE-000004426,RUN-IE-2026-02-REG-001,PAY-WKR-003033,BASE,Base salary,8347.13,EUR,BASE,N,N
LINE-000004427,RUN-IE-2026-02-REG-001,PAY-WKR-003034,BASE,Base salary,3662.35,EUR,BASE,N,N
LINE-000004428,RUN-IE-2026-02-REG-001,PAY-WKR-003034,BONUS,Bonus payment,286.05,EUR,VARIABLE,N,N
LINE-000004429,RUN-IE-2026-02-REG-001,PAY-WKR-003035,SUSPECT_BASE,Suspected misclassified base-like code,653.99,EUR,BASE,N,N
LINE-000004430,RUN-IE-2026-02-REG-001,PAY-WKR-003035,BASE,Base salary,15611.8,EUR,BASE,N,N
LINE-000004431,RUN-IE-2026-02-REG-001,PAY-WKR-003036,BASE,Base salary,7848.15,EUR,BASE,N,N
LINE-000004432,RUN-IE-2026-02-REG-001,PAY-WKR-003037,BASE,Base salary,10449.16,EUR,BASE,N,N
LINE-000004433,RUN-IE-2026-02-REG-001,PAY-WKR-003038,BASE,Base salary,2576.16,EUR,BASE,N,N
LINE-000004434,RUN-IE-2026-02-REG-001,PAY-WKR-003039,BASE,Base salary,2458.54,EUR,BASE,N,N
LINE-000004435,RUN-IE-2026-02-REG-001,PAY-WKR-003040,BASE,Base salary,9605.92,EUR,BASE,N,N
LINE-000004436,RUN-IE-2026-02-REG-001,PAY-WKR-003040,BONUS,Bonus payment,1923.97,EUR,VARIABLE,N,N
LINE-000004437,RUN-IE-2026-02-REG-001,PAY-WKR-003041,BASE,Base salary,15681.75,EUR,BASE,N,N
LINE-000004438,RUN-IE-2026-02-REG-001,PAY-WKR-003041,BONUS,Bonus payment,5054.07,EUR,VARIABLE,N,N
LINE-000004439,RUN-IE-2026-02-REG-001,PAY-WKR-003042,BASE,Base salary,3214.83,EUR,BASE,N,N
LINE-000004440,RUN-IE-2026-02-REG-001,PAY-WKR-003043,BASE,Base salary,8044.42,EUR,BASE,N,N
LINE-000004441,RUN-IE-2026-02-REG-001,PAY-WKR-003043,RETRO_ADJ,Retro adjustment (excluded),446.14,EUR,EXCLUDED,N,Y
LINE-000004442,RUN-IE-2026-02-REG-001,PAY-WKR-003044,BASE,Base salary,8295.23,EUR,BASE,N,N
LINE-000004443,RUN-IE-2026-02-REG-001,PAY-WKR-003045,BASE,Base salary,2644.12,EUR,BASE,N,N
LINE-000004444,RUN-IE-2026-02-REG-001,PAY-WKR-003046,BASE,Base salary,4242.76,EUR,BASE,N,N
LINE-000004445,RUN-IE-2026-02-REG-001,PAY-WKR-003046,BONUS,Bonus payment,329.02,EUR,VARIABLE,N,N
LINE-000004446,RUN-IE-2026-02-REG-001,PAY-WKR-003047,BASE,Base salary,6183.1,EUR,BASE,N,N
LINE-000004447,RUN-IE-2026-02-REG-001,PAY-WKR-003048,BASE,Base salary,7850.03,EUR,BASE,N,N
LINE-000004448,RUN-IE-2026-02-REG-001,PAY-WKR-003049,BASE,Base salary,7949.57,EUR,BASE,N,N
LINE-000004449,RUN-IE-2026-02-REG-001,PAY-WKR-003049,BONUS,Bonus payment,881.28,EUR,VARIABLE,N,N
LINE-000004450,RUN-IE-2026-02-REG-001,PAY-WKR-003050,BASE,Base salary,2964.83,EUR,BASE,N,N
LINE-000004451,RUN-IE-2026-02-REG-001,PAY-WKR-003050,RETRO_ADJ,Retro adjustment (excluded),-337.31,EUR,EXCLUDED,N,Y
LINE-000004452,RUN-IE-2026-02-REG-001,PAY-WKR-003051,BASE,Base salary,2584.99,EUR,BASE,N,N
LINE-000004453,RUN-IE-2026-02-REG-001,PAY-WKR-003051,RETRO_ADJ,Retro adjustment (excluded),-37.67,EUR,EXCLUDED,N,Y
LINE-000004454,RUN-IE-2026-02-REG-001,PAY-WKR-003052,BASE,Base salary,6487.19,EUR,BASE,N,N
LINE-000004455,RUN-IE-2026-02-REG-001,PAY-WKR-003053,BASE,Base salary,7613.45,EUR,BASE,N,N
LINE-000004456,RUN-IE-2026-02-REG-001,PAY-WKR-003054,BASE,Base salary,6010.52,EUR,BASE,N,N
LINE-000004457,RUN-IE-2026-02-REG-001,PAY-WKR-003055,BASE,Base salary,15975.6,EUR,BASE,N,N
LINE-000004458,RUN-IE-2026-02-REG-001,PAY-WKR-003056,BASE,Base salary,8642.63,EUR,BASE,N,N
LINE-000004459,RUN-IE-2026-02-REG-001,PAY-WKR-003057,SUSPECT_BASE,Suspected misclassified base-like code,892.51,EUR,BASE,N,N
LINE-000004460,RUN-IE-2026-02-REG-001,PAY-WKR-003057,BASE,Base salary,4424.41,EUR,BASE,N,N
LINE-000004461,RUN-IE-2026-02-REG-001,PAY-WKR-003057,BONUS,Bonus payment,768.2,EUR,VARIABLE,N,N
LINE-000004462,RUN-IE-2026-02-REG-001,PAY-WKR-003058,BASE,Base salary,9622.63,EUR,BASE,N,N
LINE-000004463,RUN-IE-2026-02-REG-001,PAY-WKR-003059,BASE,Base salary,5273.69,EUR,BASE,N,N
LINE-000004464,RUN-IE-2026-02-REG-001,PAY-WKR-003059,BONUS,Bonus payment,606.02,EUR,VARIABLE,N,N
LINE-000004465,RUN-IE-2026-02-REG-001,PAY-WKR-003060,BASE,Base salary,4423.74,EUR,BASE,N,N
LINE-000004466,RUN-IE-2026-02-REG-001,PAY-WKR-003061,BASE,Base salary,11782.7,EUR,BASE,N,N
LINE-000004467,RUN-IE-2026-02-REG-001,PAY-WKR-003062,BASE,Base salary,4793.23,EUR,BASE,N,N
LINE-000004468,RUN-IE-2026-02-REG-001,PAY-WKR-003063,BASE,Base salary,2416.02,EUR,BASE,N,N
LINE-000004469,RUN-IE-2026-02-REG-001,PAY-WKR-003064,BASE,Base salary,5771.23,EUR,BASE,N,N
LINE-000004470,RUN-IE-2026-02-REG-001,PAY-WKR-003064,BONUS,Bonus payment,1181.33,EUR,VARIABLE,N,N
LINE-000004471,RUN-IE-2026-02-REG-001,PAY-WKR-003065,BASE,Base salary,8118.34,EUR,BASE,N,N
LINE-000004472,RUN-IE-2026-02-REG-001,PAY-WKR-003066,BASE,Base salary,2933.34,EUR,BASE,N,N
LINE-000004473,RUN-IE-2026-02-REG-001,PAY-WKR-003067,BASE,Base salary,9812.24,EUR,BASE,N,N
LINE-000004474,RUN-IE-2026-02-REG-001,PAY-WKR-003068,BASE,Base salary,6506.29,EUR,BASE,N,N
LINE-000004475,RUN-IE-2026-02-REG-001,PAY-WKR-003068,BONUS,Bonus payment,1262.39,EUR,VARIABLE,N,N
LINE-000004476,RUN-IE-2026-02-REG-001,PAY-WKR-003068,OFFCYCLE_ADJ,Off-cycle adjustment (excluded),274.87,EUR,EXCLUDED,Y,N
LINE-000004477,RUN-IE-2026-02-REG-001,PAY-WKR-003069,BASE,Base salary,6483.44,EUR,BASE,N,N
LINE-000004478,RUN-IE-2026-02-REG-001,PAY-WKR-003070,BASE,Base salary,2971.29,EUR,BASE,N,N
LINE-000004479,RUN-IE-2026-02-REG-001,PAY-WKR-003070,BONUS,Bonus payment,538.58,EUR,VARIABLE,N,N
LINE-000004480,RUN-IE-2026-02-REG-001,PAY-WKR-003070,OFFCYCLE_ADJ,Off-cycle adjustment (excluded),268.27,EUR,EXCLUDED,Y,N
LINE-000004481,RUN-IE-2026-02-REG-001,PAY-WKR-003071,BASE,Base salary,2888.44,EUR,BASE,N,N
LINE-000004482,RUN-IE-2026-02-REG-001,PAY-WKR-003072,BASE,Base salary,1977.82,EUR,BASE,N,N
LINE-000004483,RUN-IE-2026-02-REG-001,PAY-WKR-003072,ALLOW_TRAVEL,Travel allowance (excluded),65.48,EUR,ALLOWANCE,N,N
LINE-000004484,RUN-IE-2026-02-REG-001,PAY-WKR-003073,BASE,Base salary,5970.88,EUR,BASE,N,N
LINE-000004485,RUN-IE-2026-02-REG-001,PAY-WKR-003074,BASE,Base salary,7277.31,EUR,BASE,N,N
LINE-000004486,RUN-IE-2026-02-REG-001,PAY-WKR-003075,BASE,Base salary,4106.15,EUR,BASE,N,N
LINE-000004487,RUN-IE-2026-02-REG-001,PAY-WKR-003075,OFFCYCLE_ADJ,Off-cycle adjustment (excluded),167.32,EUR,EXCLUDED,Y,N
LINE-000004488,RUN-IE-2026-02-REG-001,PAY-WKR-003076,BASE,Base salary,10970.43,EUR,BASE,N,N
LINE-000004489,RUN-IE-2026-02-REG-001,PAY-WKR-003076,RETRO_ADJ,Retro adjustment (excluded),-161.66,EUR,EXCLUDED,N,Y
LINE-000004490,RUN-IE-2026-02-REG-001,PAY-WKR-003077,BASE,Base salary,9540.59,EUR,BASE,N,N
LINE-000004491,RUN-IE-2026-02-REG-001,PAY-WKR-003078,BASE,Base salary,3131.56,EUR,BASE,N,N
LINE-000004492,RUN-IE-2026-02-REG-001,PAY-WKR-003079,BASE,Base salary,2752.07,EUR,BASE,N,N
LINE-000004493,RUN-IE-2026-02-REG-001,PAY-WKR-003080,BASE,Base salary,3789.85,EUR,BASE,N,N
LINE-000004494,RUN-IE-2026-02-REG-001,PAY-WKR-003081,BASE,Base salary,15627.23,EUR,BASE,N,N
LINE-000004495,RUN-IE-2026-02-REG-001,PAY-WKR-003082,BASE,Base salary,10204.04,EUR,BASE,N,N
LINE-000004496,RUN-IE-2026-02-REG-001,PAY-WKR-003083,BASE,Base salary,3845.98,EUR,BASE,N,N
LINE-000004497,RUN-IE-2026-02-REG-001,PAY-WKR-003083,BONUS,Bonus payment,601.15,EUR,VARIABLE,N,N
LINE-000004498,RUN-IE-2026-02-REG-001,PAY-WKR-003083,RETRO_ADJ,Retro adjustment (excluded),-175.79,EUR,EXCLUDED,N,Y
LINE-000004499,RUN-IE-2026-02-REG-001,PAY-WKR-003084,SUSPECT_BASE,Suspected misclassified base-like code,839.53,EUR,BASE,N,N
LINE-000004500,RUN-IE-2026-02-REG-001,PAY-WKR-003084,BASE,Base salary,3370.41,EUR,BASE,N,N
LINE-000004501,RUN-IE-2026-02-REG-001,PAY-WKR-003084,BONUS,Bonus payment,161.91,EUR,VARIABLE,N,N
LINE-000004502,RUN-IE-2026-02-REG-001,PAY-WKR-003085,BASE,Base salary,4215.47,EUR,BASE,N,N
LINE-000004503,RUN-IE-2026-02-REG-001,PAY-WKR-003086,BASE,Base salary,3030.09,EUR,BASE,N,N
LINE-000004504,RUN-IE-2026-02-REG-001,PAY-WKR-003087,BASE,Base salary,7310.12,EUR,BASE,N,N
LINE-000004505,RUN-IE-2026-02-REG-001,PAY-WKR-003088,BASE,Base salary,4673.49,EUR,BASE,N,N
LINE-000004506,RUN-IE-2026-02-REG-001,PAY-WKR-003088,BONUS,Bonus payment,216.53,EUR,VARIABLE,N,N
LINE-000004507,RUN-IE-2026-02-REG-001,PAY-WKR-003088,ALLOW_TRAVEL,Travel allowance (excluded),130.44,EUR,ALLOWANCE,N,N
LINE-000004508,RUN-IE-2026-02-REG-001,PAY-WKR-003089,BASE,Base salary,6109.19,EUR,BASE,N,N
LINE-000004509,RUN-IE-2026-02-REG-001,PAY-WKR-003089,BONUS,Bonus payment,698.01,EUR,VARIABLE,N,N
LINE-000004510,RUN-IE-2026-02-REG-001,PAY-WKR-003090,BASE,Base salary,2775.21,EUR,BASE,N,N
LINE-000004511,RUN-IE-2026-02-REG-001,PAY-WKR-003091,UNMAPPED_X,Intentionally unmapped code (blocker),203.56,EUR,UNKNOWN,N,N
LINE-000004512,RUN-IE-2026-02-REG-001,PAY-WKR-003091,BASE,Base salary,6089.32,EUR,BASE,N,N
LINE-000004513,RUN-IE-2026-02-REG-001,PAY-WKR-003091,BONUS,Bonus payment,1246.26,EUR,VARIABLE,N,N
